scenario,seed,requested_total_cycles,addr_width,window_size,event_count,paired_event_count,pair_gap_min,pair_gap_max,cluster_event_count,cluster_bit_count,control_quantization,control_source,control_policy_schedule,control_policy_level_map_output,control_delay_points,safe_interval,fixed_interval,level_intervals,threshold_levels,threshold_intervals,strategy,total_cycles,scrub_cycles,reads,writes,corrected,uncorrectable_detections,unique_uncorrectable_words,interval_switches,safe_entries,safe_cycles,scrub_active_cycles,memory_busy_cycles,scrub_per_mille,busy_per_mille,safe_per_mille
upsets,4,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",table,500000,276,70656,451,451,1174,7,1295,0,0,283351,71107,566,142,0
upsets,4,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",threshold,500000,248,63488,460,460,591,6,42,0,0,254660,63948,509,127,0
upsets,5,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",fixed,500000,332,85200,464,464,893,5,0,0,0,341595,85664,683,171,0
upsets,5,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",table,500000,276,70656,470,470,481,3,1295,0,0,283370,71126,566,142,0
upsets,5,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",threshold,500000,248,63488,459,459,962,7,42,0,0,254659,63947,509,127,0
upsets,6,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",fixed,500000,332,85200,459,459,1064,3,0,0,0,341591,85659,683,171,0
upsets,6,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",table,500000,276,70656,467,467,718,3,1295,0,0,283367,71123,566,142,0
upsets,6,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",threshold,500000,248,63488,453,453,1100,4,42,0,0,254653,63941,509,127,0
upsets,7,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",fixed,500000,332,85200,465,465,996,3,0,0,0,341597,85665,683,171,0
upsets,7,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",table,500000,276,70656,472,472,519,2,1295,0,0,283372,71128,566,142,0
upsets,7,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",threshold,500000,248,63488,464,464,991,4,42,0,0,254664,63952,509,127,0
upsets,8,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",fixed,500000,332,85200,457,457,1211,4,0,0,0,341588,85657,683,171,0
upsets,8,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",table,500000,276,70656,454,454,1065,5,1295,0,0,283354,71110,566,142,0
upsets,8,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",threshold,500000,248,63488,454,454,1003,6,42,0,0,254654,63942,509,127,0
upsets,9,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",fixed,500000,332,85200,466,466,246,3,0,0,0,341598,85666,683,171,0
upsets,9,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",table,500000,276,70656,459,459,492,5,1295,0,0,283359,71115,566,142,0
upsets,9,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",threshold,500000,248,63488,459,459,441,5,42,0,0,254659,63947,509,127,0
upsets,10,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",fixed,500000,332,85200,473,473,409,2,0,0,0,341605,85673,683,171,0
upsets,10,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",table,500000,276,70656,460,460,708,3,1295,0,0,283360,71116,566,142,0
upsets,10,500000,8,43824,400,40,600,3000,0,2,linear_max,risk_policy,results/paper/tables/risk_policy_schedule.csv,results/paper/unsaturated_control/fixed_grid_no_clusters/risk_policy_level_map_1500.csv,0,1500,1500,"1866,1788,1710,1633,1555,1400,1244,1089","3,1,6,4","2021,1555,1244",threshold,500000,248,63488,456,456,960,7,42,0,0,254656,63944,509,127,0
